Split_Name,K_shot,Split_Seed,Run_Index,Eval_Split,N_Train_Sentences,N_Eval_Sentences,Max_Train_Steps,Train_Steps,Best_Span_F1_Step,Early_Stopped,Train_Batch_Size,Eval_Batch_Size,Learning_Rate,HF_Token_Precision,HF_Token_Recall,HF_Token_F1,HF_Token_Accuracy,Span_Strict_Precision,Span_Strict_Recall,Span_Strict_F1,Span_Unlabeled_Precision,Span_Unlabeled_Recall,Span_Unlabeled_F1,Span_Loose_Precision,Span_Loose_Recall,Span_Loose_F1
k20_seed142,20,142,3,test,40,3453,600,600,495,0,16,16,2e-05,0.5399090481417594,0.6100283486888731,0.5728308792945678,0.9323308270676691,0.5608688604311882,0.6130403968816442,0.585795310251418,0.7352893499756848,0.8036853295535081,0.7679674934394312,0.6876317069217053,0.7076541459957477,0.697499264833535
k20_seed242,20,242,4,mini_eval,39,200,600,600,600,0,16,16,2e-05,0.6096866096866097,0.6465256797583081,0.6275659824046921,0.9450063211125158,0.6239067055393586,0.6465256797583081,0.6350148367952522,0.7813411078717201,0.8096676737160121,0.7952522255192876,0.7346938775510204,0.7311178247734139,0.7329014890216203
k20_seed242,20,242,4,validation,39,2992,600,600,600,0,16,16,2e-05,0.6508561643835616,0.6846181556195965,0.6673103932584269,0.9461464715935143,0.6619348054679285,0.6802953890489913,0.6709895185645763,0.810900806168945,0.833393371757925,0.8219932492449813,0.7641079565369786,0.7463976945244957,0.7551490015628062
k20_seed242,20,242,4,test,39,3453,600,600,600,0,16,16,2e-05,0.6074386876725678,0.6626506024096386,0.6338445894415728,0.9413576922248315,0.6195797198132088,0.6582211197732105,0.6383161512027491,0.7723482321547699,0.8205173635719348,0.795704467353952,0.7416611074049366,0.7400779588944011,0.7408686874004868
k20_seed42,20,42,5,mini_eval,37,200,600,600,285,0,16,16,2e-05,0.6049046321525886,0.6706948640483383,0.6361031518624642,0.9399494310998736,0.6177285318559557,0.6737160120845922,0.6445086705202312,0.778393351800554,0.8489425981873112,0.8121387283236995,0.7063711911357341,0.7401812688821753,0.7228811107897021
k20_seed42,20,42,5,validation,37,2992,600,600,285,0,16,16,2e-05,0.6661151555261416,0.7251440922190202,0.6943773715074163,0.9476470343045309,0.6900784180020457,0.729106628242075,0.7090558766859346,0.8169110126150699,0.8631123919308358,0.8393764231914522,0.7664507330378452,0.784942363112392,0.7755863437743317
k20_seed42,20,42,5,test,37,3453,600,600,285,0,16,16,2e-05,0.6331877729257642,0.693656980864635,0.6620444745074828,0.9400004308766184,0.6573005519317612,0.6963146704464919,0.6762453755484814,0.8110051848135139,0.8591424521615876,0.8343801084057472,0.7307242013714668,0.7492912827781715,0.739891278255469
k50_seed142,50,142,6,mini_eval,95,200,600,600,600,0,16,16,2e-05,0.7321937321937322,0.7764350453172205,0.75366568914956,0.9627054361567636,0.7744807121661721,0.7885196374622356,0.781437125748503,0.9169139465875371,0.9335347432024169,0.9251497005988024,0.8011869436201781,0.8126888217522659,0.8068968965076685
k50_seed142,50,142,6,validation,95,2992,600,600,600,0,16,16,2e-05,0.7566971854866056,0.8038544668587896,0.7795633187772925,0.9631111666875078,0.7921140644252772,0.8105187319884726,0.8012107184189441,0.911459250132019,0.9326368876080692,0.9219264666607319,0.8243267030452385,0.8357348703170029,0.829991587448216
k50_seed142,50,142,6,test,95,3453,600,600,600,0,16,16,2e-05,0.7257585751978892,0.7797661233167966,0.7517936453706867,0.9532067992330396,0.7561891753457401,0.7847271438695961,0.7701938961829408,0.8927778726310398,0.9264705882352942,0.9093122337188071,0.7848728017756531,0.8086463501063076,0.7965822383797836
k50_seed242,50,242,7,mini_eval,95,200,600,600,450,0,16,16,2e-05,0.6573033707865169,0.7069486404833837,0.6812227074235808,0.9541719342604298,0.6831395348837209,0.7099697885196374,0.6962962962962963,0.8343023255813954,0.8670694864048338,0.8503703703703703,0.752906976744186,0.770392749244713,0.7615495044652897
k50_seed242,50,242,7,validation,95,2992,600,600,450,0,16,16,2e-05,0.7310981867943893,0.7698126801152738,0.7499561326548518,0.957754991455129,0.7525555163905534,0.7690922190201729,0.7607340103331551,0.885266126189637,0.9047190201729106,0.8948868697666132,0.7989072964399013,0.8043948126801153,0.8016416636802998
